,,,"Level 2:  Gesteuert
- Es existiert eine Informationssicherheitsfunktion/-organisation im Unternehmen.
- Die Informationssicherheitsfunktion/-organisation ist im Organisationsplan des Unternehmens beschrieben.
- Die Aufgaben der Informationssicherheitsfunktion/-organisation sind gemäß der Ziele in der Sicherheitspolitik in entsprechenden Stellenbeschreibungen bzw. in verbindlichen Dokumenten des Unternehmens beschrieben.
- Die Qualifikation des eingesetzten Personals ist auf die Informationssicherheitsfunktion ausgerichtet und wird regelmäßig durch geeignete Maßnahmen auf Stand gehalten.
- Für Informationssicherheitsfunktion/-organisation sind Prozessverantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Die Informationssicherheitsfunktion/-organisation wie sie im Level 2 beschriebenen ist, ist in allen Punkten dokumentiert.",,,,,,
,,,"Level 3:  Etabliert
- Die in Level 2 beschriebene Informationssicherheitsfunktion/-organisation ist ein zentraler Bestandteil des Unternehmens.
- Die Informationssicherheitsfunktion/-organisation ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. zentrales Änderungsmanagement, Beschaffung/Einkauf, usw.).
- Der bis Level 3 beschriebene Prozess ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 4:  Vorhersagbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.
",,,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um die Informationssicherheitsfunktion/-organisation fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,,,,,,,
6.2,6.2 Informationssicherheit in Projekten,3,(Referenz zu ISO 27002: Control 6.1.5),2,2,,2,3,2.0
,,,,,,,,,
,,,"<h1>In wie weit werden in Projekten, unabhängig von ihrer Art, Anforderungen an die Informationssicherheit berücksichtigt?</h1>",,,,,,
,,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,,
,,,,,,,,,
,,,"Level 0:  Unvollständig
- In Projekten werden keine Aspekte zur Informationssicherheit berücksichtigt.",,,,,,
,,,"Level 1:  Durchgeführt 
- Aspekte zur Informationssicherheit werden in Projekten teilweise und zufällig berücksichtigt. Sie sind nicht Bestandteil von Projektmanagementmethoden. 
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,,
,,,"Level 2:  Gesteuert
- Risiken bzgl. Informationssicherheit sind identifiziert und werden als Teil des jeweiligen Projektes adressiert.
- (Informations-)Sicherheitsziele sind in den Projektzielen enthalten.
- Eine Risikobewertung bzgl. Informationssicherheit wird generell in einer frühen Projektphase durchgeführt, um erforderliche Kontrollen bzw. Kontrollziele festzulegen.
- Verantwortlichkeiten für Informationssicherheit im Projekt sind festgelegt und etabliert.
- Informationssicherheit ist in allen Phasen der betreffenden Projektmanagementmethode ein integraler Bestandteil.",,,,,,
,,,"Level 3:  Etabliert
- Das in Level 2 beschriebene Projektmanagement ist zentral im Unternehmen etabliert.
- Informationssicherheit beim Projektmanagement ist in die verschiedenen Unternehmensprozesse verzahnt und wird unabhängig von der Art des Projektes unternehmensweit umgesetzt.
- Kontrollen bzw. Kontrollziele zur Informationssicherheit werden in Projekten umgesetzt.
- Der bis Level 3 beschriebene Prozess ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 4:  Vorhersagbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um die Informationssicherheitsfunktion/-organisation fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,,,,,,,
6.3,6.3 Mobile Endgeräte,3,(Referenz zu ISO 27002: Control 6.2.1 und 6.2.2),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>In wie weit gibt es eine Richtlinie zur Nutzung von mobilen Endgeräten?</h1>,,,,,,
,,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,,
,,,,,,,,,
,,,"Level 0:  Unvollständig
- Es existieren keine Reglungen im Bereich des Mobile Computing",,,,,,
,,,"Level 1:  Durchgeführt
- Basierend auf Vorfällen werden einzelne Regeln erstellt und veröffentlicht. 
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,,
,,,"Level 2:  Gesteuert
- Es wurde ermittelt, welche Endgeräte im Bereich des Mobile Computing im Einsatz sind.
- Es wurde ermittelt, welche Personen/Zielgruppen Mobile Computing einsetzen.
- Für die Erstellung der Richtlinie wurden nachfolgende Punkte berücksichtigt:
   - Registrierung mobiler Endgeräte
   - Anforderungen an den physischen Schutz
   - Einschränkungen bei der Installation von Software
   - Anforderungen an die Versionierung von Software für mobile Endgeräte und das zugehörige Patch-Management
   - Zugangsbeschränkungen zu bestimmten Informationsdiensten
   - Zugangskontrollen
   - Verschlüsselungstechniken
   - Datensicherung (Back-Up)
   - Schutz vor Schadsoftware
   - Remote Löschverfahren
   - Nutzung von Web-Services und Web Apps
- Einsatz sicherer Authentifizierungsverfahren (z.B. 2-Faktor-Authentisierung, Zertifikatslösungen, One-Time Password)
- Die Nutzer haben eine Verpflichtungserklärung unterzeichnet, die den Besonderheiten von Mobile Computing Rechnung trägt (z.B. Diebstahlschutz, Software-Download, Installation von Software).
- Für den Prozess zur Erstellung einer Richtlinie sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,,
,,,"Level 3:  Etabliert
- Der in Level 2 beschriebene Prozess zur Erstellung einer Richtlinie ist ganzheitlich im Unternehmen definiert und umgesetzt.
- Die Richtlinie ist bindend für alle Benutzer von Mobile Computing im Unternehmen.
- Der bis Level 3 beschriebene Prozess ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 4:  Vorhersagbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,,,,,,,
7,7 Human Resources Security,,,,,,,,
7.1,"7.1 Vertragliche Verpflichtung zur Informationssicherheit 
der Mitarbeiter",3,(Referenz zu ISO 27002: Control 7.1.2 und 7.3.1),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>In wie weit werden (interne und externe) Mitarbeiter vertraglich zur Einhaltung der Richtlinien zur Informationssicherheit verpflichtet?</h1>,,,,,,
,,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,,
,,,,,,,,,
,,,"Level 0:  Unvollständig 
- In den Arbeitsverträgen bzw. separaten Dokumenten sind keine sicherheitsbezogene Paragraphen enthalten.",,,,,,
,,,"Level 1:  Durchgeführt
- In den Arbeitsverträgen bzw. separaten Dokumenten sind wesentliche sicherheitsbezogene Paragraphen enthalten.
  Zum Teil werden die separaten Dokumente ausgehändigt und der Erhalt schriftlich bestätigt.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,,
,,,"Level 2:  Gesteuert
- Jeder Mitarbeiter unterschreibt mit seinem Arbeitsvertrag bzw. separaten Dokumenten sicherheitsbezogene Paragraphen zur Informationssicherheit.
- Beim Umgang mit sensiblen Daten in Projekten/Aufträgen werden separate/spezielle Geheimhaltungsverpflichtungen unterschrieben.
- In Paragraphen sind die Sicherheitsgrundsätze des Unternehmens enthalten.
- In Paragraphen sind die Verantwortlichkeiten und Rechte für den Umgang mit sensiblen Informationen enthalten.
- Im Arbeitsvertrag sind Paragraphen enthalten, welche die Vorgehensweise bei Verstößen gegen die sicherheitsbezogene Paragraphen beschreibt.
- Es ist sichergestellt, dass die Verpflichtung zur Geheimhaltung über das Arbeitsverhältnis bzw. den Auftrag hinaus Gültigkeit besitzt (zeitliche Begrenzung oder uneingeschränkt).
- Für den Prozess zum Umgang mit Geheimhaltungsverpflichtungen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zum Umgang von Geheimhaltungsverpflichtungen ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Rechtsabteilung, Unternehmenssicherheit, Personalwesen, Compliance, Einkauf, usw.).
- Der bis Level 3 beschriebene Prozess ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 4:  Vorhersagbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,,,,,,,
7.2,7.2 Sensibilisierung und Schulung der Mitarbeiter,3,(Referenz zu ISO 27002: Control 7.2.1 und 7.2.2),2,2,,2,3,2.0
,,,,,,,,,
,,,<h1>In wie weit werden die Mitarbeiter (intern und extern) über die Gefahren beim Umgang mit Informationen und deren Verarbeitung geschult und sensibilisiert?</h1>,,,,,,
,,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,,
,,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es werden keine Informations- / Sensibilisierungsprogramme durch das Unternehmen initiiert/veranstaltet.",,,,,,
,,,"Level 1:  Durchgeführt
- Es werden sporadische, vorfallsbedingte Aktivitäten / Informationsveranstaltungen bezüglich der Gefahren beim Umgang mit Informationen durchgeführt.
  Dies erfolgt weder strukturiert noch organisiert.",,,,,,
,,,"Level 2:  Gesteuert
- Es wird durch das Management sichergestellt, dass die jeweiligen Rollen und Verantwortlichkeiten bei den Mitarbeitern bekannt sind.
- Die Durchführung von Schulungen und Sensibilisierungsprogramme werden vom Management sichergestellt.
- Jeder Mitarbeiter wird bei seiner Einstellung über die Gefahren beim Umgang mit Informationen und deren Verarbeitung geschult. 
- Es finden regelmäßig, jedoch mindestens einmal pro Jahr, Sensibilisierungen für Mitarbeiter statt.
- Jeder Mitarbeiter ist verpflichtet an den Schulungen und Sensibilisierungsmaßnahmen teilzunehmen.
- Für den Prozess zur Durchführung von Schulungen und Sensibilisierungsmaßnahmen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zur Durchführung von Schulungen und Sensibilisierungsmaßnahmen ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, Personalwesen usw.).
- Der bis Level 3 beschriebene Prozess ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 4:  Vorhersagbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind gemäß einem im Unternehmen standardisierten Dokumentationsverfahren dokumentiert.",,,,,,
,,,,,,,,,
