,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
1.3,1.3 Effectiveness of the ISMS,3,"(Reference to ISO 27001: 8.1, 9.1, 10.1 and 10.2)",1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is the effectiveness of the ISMS ensured?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete
- The effectiveness of the company's ISMS is not reviewed and therefore not guaranteed.",,,,,,
,,,"Level 1:  Performed 
- The effectiveness of the company's ISMS is reviewed occasionally.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- The effectiveness of the company's ISMS is reviewed on a regular basis.
- Sustainable activities are introduced within the security-relevant processes which guarantee the effectiveness of measures.
- The enforcement of effectiveness tests is reviewed regularly concerning adequacy.
- Responsible staff is appointed for the process of creating and maintaining effectiveness tests. 
- Process managers are provided with sufficient resources.
- The process described within level 2 is documented in all items (frequency, procedure model, approval process, change management).
",,,,,,
,,,"Level 3:  Established
- The described process in the 2nd level ensuring effectiveness of information security measures is entirely defined and implemented within the company.
- The process is integrated into other central processes within the company using standardized interfaces (e.g. global change management, enterprise risk management).
- The described process up to level 3 is documented in accordance with a standardized company documentation process.",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined+E79.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
5,5 Information Security Policies,,,,,,,,
5.1,5.1 Information Security Policy,3,(Reference to ISO 27002: Control 5.1.1 and 5.1.2),2,2,,2,3,2.0
,,,,,,,,,
,,,"<h1>To what extent are information security guidelines defined, published (internally and to external partners), communicated and are they checked in regular time intervals?
</h1>",,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- Information security guidelines/regulations don't exist or are incomplete.",,,,,,
,,,"Level 1:  Performed
- Comprehensive information security guidelines/regulations exist within the company.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- There exists a security policy that defines the company goals regarding information security.
- The security policy is signed by the CEO.
- Information security policy and guidelines/regulations are centrally provided (e.g. on the intranet) or regularly distributed to every single employee of the company. 
- Responsible persons are identified for the creation and maintenance of information security policy and guidelines / regulations.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points (version control, change management, approval process etc.).",,,,,,
,,,"Level 3:  Established
- The described process in the 2nd level regarding creation and maintenance of information security policy and guidelines/regulations is entirely defined and implemented within the company.
- The process is integrated into other central processes within the company using standardized interfaces (e.g. global change management).
- The described process up to level 3 is documented in accordance with a standardized company documentation process.",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
6,6 Organization of Information Security,,,,,,,,
6.1,6.1 Assigning responsibility for information security,3,(Reference to ISO 27002: Control 6.1.1),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent are responsibilities for information security defined and allocated?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- An organization of function of information security doesn’t exist.",,,,,,
,,,"Level 1:  Performed
- Persons who are basically not in charge of information security are tasked with this topic. 
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- There exists an information security function / organization within the company.
- The function / organization of information security is described in the organizational plan of the company.
- Tasks of information security function / organization are described in appropriate job descriptions or binding documents of the company in accordance with the goals of the security policy.
- The personnel's skill is aligned to information security and is regularly held up-to-date by adequate measures.
- Responsible persons are identified for information security function / organization.
- Process managers are provided with sufficient resources.
- Information security function / organization as described in the 2nd level are documented for all points.",,,,,,
,,,"Level 3:  Established
- The function / organization of information security is described in the 2nd level is a global part within the company.
- The function / organization of information security is integrated into other central processes within the company using standardized interfaces (e.g. global change management, purchasing / procurement etc.). 
- The described process up to level 3 is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
6.2,6.2 Information Security in projects,3,(Reference to ISO 27002: Control 6.1.5),2,2,,2,3,2.0
,,,,,,,,,
,,,"<h1>To what extent are requirements of information security addressed in project management, regardless of the type of the project?</h1>",,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete
- Information security aspects are not addressed in projects.",,,,,,
,,,"Level 1:  Performed 
- Information security aspects are addressed partially and occasionally in projects. They are not part of project management methods.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Information security risks are identified and addressed as part of the particular project.
- Information security objectives are part of the project goals.
- An information security risk assessment is conducted at an early stage of the project to identify necessary controls.
- Responsible persons are identified for information security function / organization.
- Process managers are provided with sufficient resources.
- Information security function / organization as described in the 2nd level are documented for all points.",,,,,,
,,,"Level 3:  Established
- The project management function as described in the 2nd level is a global part within the company.
- The function of project management is integrated into other central processes within the company using standardized interfaces (e.g. global change management, purchasing / procurement etc.). 
- The described process up to level 3 is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
6.3,6.3 Mobile devices,3,(Reference to ISO 27002: Control 6.2.1 and 6.2.2),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is a policy in place regarding use of mobile devices?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete
- Regulations in the field of mobile computing don't exist.",,,,,,
,,,"Level 1:  Performed
- Based on incidents Individual policies are established and published. 
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- It was identified which end devices are in operation in the field of mobile computing.
- It was identified which target groups of persons implement mobile computing.
- Following points were taken into account for the establishment of the policy:
   - Registration of mobile devices
   - Requirements for physical protection
   - Restriction of software installation
   - Requirements for mobile device software versions and for applying patches
   - Restriction of connection to information services
   - Access controls
   - Cryptographic techniques
   - Malware protection
   - Remote disabling, erasure or lockout
   - Backups
   - Usage of web services and web apps
- Use of secure methods of authentication (e.g. 2-factor authentication, certification solution, one-time password)
- Users have signed a declaration of obligation regarding the characteristics of mobile computing (e.g. theft protection, software download, installation of software).
- Responsible persons are identified for the policy development process.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points.",,,,,,
,,,"Level 3:  Established
- The policy development process as described in the 2nd level is entirely defined and implemented within the company. 
- The policy is binding for all mobile users within the company.
- The process is integrated into other central processes within the company using standardized interfaces.
- The described process up to level 3 is documented in accordance with the standardized company documentation process. ",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
7,7 Human Resources Security,,,,,,,,
7.1,7.1 Contractual commitment to information security of employees,3,(Reference to ISO 27002: Control 7.1.2 and 7.3.1),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is staff (internal and external) contractually bound to comply with information security policies?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- Security related paragraphs in employment contracts or separate documents don't exist.",,,,,,
,,,"Level 1:  Performed
- There exist essential security related paragraphs in employment contracts or separate documents. 
- Separate documents are partially handed out and confirmed in writing after receipt. 
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Each employee signs with its own employment contract or separate documents security related paragraphs for information security. 
- Separate / special non-disclosure agreements are signed when handling sensitive data in projects / assignments. 
- Security policies of the company are included in the paragraphs. 
- Responsibilities and rights for the handling of sensitive information are included in paragraphs.
- Employment contract includes information describing non-compliance with security related paragraphs.
- It is ensured that information security responsibilities and duties remain valid after termination or change of employment (timely limited or unlimited).
- Responsible persons are identified for the handling process of non-disclosure agreements.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points.",,,,,,
,,,"Level 3:  Established
- The handling process of non-disclosure agreements as described in the 2nd level is entirely defined and implemented within the company. 
- The support process is integrated into other central processes within the company using standardized interfaces (e.g. legal department, group security, human resources, compliance, purchasing).
- The described process up to level 3 is documented in accordance with a standardized company documentation process. ",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
7.2,7.2 Awareness and training of employees,3,(Reference to ISO 27002: Control 7.2.1 and 7.2.2),2,2,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is stuff (internal and external) trained and made aware of handling threats regarding information and its processing? </h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- No information / awareness programs are initiated / organized by the company. ",,,,,,
,,,"Level 1:  Performed
- Sporadic, incident driven activities / information events are carried out regarding handling threats of information.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Management ensures that the respective roles and responsibilities are known to stuff (internal and external).
- The enforcement of trainings and awareness programs are ensured by the management.
- Each employee is trained when hired regarding risks of information handling and processing. 
- Security Awareness trainings for employees take place regularly, at a minimum once per year. 
- Each employee is obliged to participate in training and awareness measures. 
- Responsible persons are defined for the realization processes for training and awareness measures.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points.",,,,,,
,,,"Level 3:  Established
- The process for realization of trainings and awareness measures as described in the 2nd level is entirely defined and implemented within the company. 
- The process is integrated into other central processes within the company using standardized interfaces (e.g. information security, security, human resources etc.).
- The described process up to level 3 is documented in accordance with the standardized company documentation process. ",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
8,8 Asset Management,,,,,,,,
8.1,8.1 Inventory of assets,3,"(Reference to ISO 27002: Control 8.1.1, 8.1.2, 8.1.3 and 8.1.4)",1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is an inventory for assets (digital and physical) associated with information drawn up?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- Tables, overviews or directories of assets don't exist.",,,,,,
,,,"Level 1:  Performed
- There exists an overview of assets including the responsible areas, but incomplete and not up to date.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Assets are listed in an inventory, held up-to-date regularly, checked against consistency and adjusted with other inventories of the company.
- An adequate protection need is defined for the assets.
- The assets are clustered, e.g. using the clusters figured out in ISO 27005, and have an asset-owner:
  - Primary assets: Business processes and activities, information
  - Supporting assets: Hardware, Software (applications), networks, facilities, personnel, organizational structures
- Handling of asset (including information) is implemented according to its classification and documented.
- Return of assets (e.g. working materials, data, documents ...) upon termination of employment or contract is managed.
- Responsible persons are identified for ""documentation maintenance / reviews"".
- Process managers are provided with sufficient resources.
- Documentation maintenance / reviews as described in the 2nd level are documented for all points.",,,,,,
,,,"Level 3:  Established
- The ""documentation maintenance / review"" process as described in the 2nd level is a global part / process within the company.
- The process is integrated into other central processes within the company using standardized interfaces (e.g. global change management, purchasing / procurement etc.).
- The described process up to level 3 is documented in accordance with a standardized company documentation process.",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
8.2,8.2 Classification of information,3,"(Reference to ISO 27002: Control 8.2.1, 8.2.2 and 8.2.3)",2,2,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is information rated regarding the corresponding protection level?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- Policies for information classification doesn't exist.",,,,,,
,,,"Level 1:  Performed
- Policies for information classification are defined within the company.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Standardized scheme is defined for the information classification within the company.
- The classification scheme considers the classification of information regarding assets, legal requirements (e.g. data privacy), sensibility and criticality for the company and defines the protection level directly.
- The classification scheme is published within the company and is available to all employees.
- An adequate labelling of classification takes place. 
- It is defined that the information owner is responsible for the information classification.
- Responsible persons are defined for the process of consulting the information owner regarding information classification.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points (version control, change management, approval process etc.).",,,,,,
,,,"Level 3:  Established
- The process of the information classification as described in the 2nd level is a global part / process within the company.
- The process is integrated into other central processes within the company using standardized interfaces (e.g. global change management, purchasing / procurement, etc.).
- Processes are established for handling of classified information.
- The described process up to level 3 is documented in accordance with a standardized company documentation process.",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
8.3,8.3 Handling of information (especially mobile storage),3,"(Reference to ISO 27002: Control 8.3.1, 8.3.2 and 8.3.3)",1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent are appropriate procedures implemented for the management of information (especially removable media)?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete
- Regulations regarding the usage of mobile storage media don't exist.",,,,,,
,,,"Level 1:  Performed
- There exist partial regulations for the usage of mobile storage media.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- There exist regulations regarding the usage of mobile storage media.
- The usage, deletion, transmission and disposal of mobile storage media is regulated in accordance with data classification.
- The usage of mobile storage media is regulated in cooperation with external partners / service providers.
- Information on mobile storage media which is particularly worthy of protection are encrypted.  
- The handling of mobile storage media depends on their protection level.
- Responsible persons are identified for the handling process of mobile storage media.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points.",,,,,,
,,,"Level 3:  Established
- The handling process of mobile storage media as described in the 2nd level is entirely defined and implemented within the company.
- The process is integrated into other central processes within the company using standardized interfaces (disposal management, purchasing)
- The described process up to level 3 is documented in accordance with the standardized company documentation process. ",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
9,9 Access Control,,,,,,,,
9.1,9.1 Access to networks and network services,3,(Reference to ISO 27002: Control 9.1.2),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent are policies and procedures available which enable access to networks and network services?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete  
- Neither policies nor procedures for the use of networks or network services by users are existent.",,,,,,
,,,"Level 1:  Performed
- Occasionally some policies and procedures for access to networks and network services are existent.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Users only get access to those networks and network services where they explicitly are authorized.
- Policies and procedures are in place controlling the use of networks and network services. The following aspects should be included:
  - The networks and network services which are allowed to be accessed
  - Authorization procedures for determining who is allowed to access which networks and networked services
  - Management controls and procedures to protect access to network connections and network services
  - The means used to access networks and network services (e.g. use of VPN or wireless network)
  - User authentication requirements for accessing various network services
  - Monitoring of the use of network services
- A process exits for granting access to networks and network services.
- Responsible persons are identified for the process of granting access.
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points.
",,,,,,
,,,"Level 3:  Established
- The process of granting access on networks and network services as described in the 2nd level is entirely defined and implemented within the company.
- The process is integrated into other central processes within the company using standardized interfaces (disposal management, purchasing)
- The described process up to level 3 is documented in accordance with the standardized company documentation process. ",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
9.2,9.2 User registration,3,"(Reference to ISO 27002: Control 9.2.1, 9.2.2, 9.2.4 and 9.2.5)",1,1,,2,3,2.0
,,,,,,,,,
,,,"<h1>To what extent are procedures for a formal user registration, change and de-registration implemented to enable assignment of access rights and is the allocation of secret authentication information controlled?</h1>",,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete  
- There exists no process for registration, change and deletion of users and their access rights.",,,,,,
,,,"Level 1:  Performed
- There exist individual registration processes for the IT system users and their access rights.
  The approach does not follow a structured or organized form.",,,,,,
,,,"Level 2:  Managed
- Central process for registration, change and deletion of users and their access rights is implemented and includes all IT systems.
- Following points are included in the application process:
   - Usage of clear user identification
   - The use of shared IDs should only be permitted where they are necessary for business or operational reasons
   - Acceptance / approval of the access by the system owner
   - Authorization of access rights by the information owner
   - Conformity audit regarding authorization and area of responsibilities 
   - Removal of authorizations after contract termination for services.
   - Removal of user authorizations after organizational change or termination of the user. 
   - Documentation of the assigned rights.
- The allocation of secret authentication information of users is documented and controlled
- Asset owners review users’ access rights at regular intervals.
- There exists a process to ensure that unique user IDs are assigned. 
- Responsible persons are identified for the user process. 
- Process managers are provided with sufficient resources.
- The process described in the 2nd level is documented for all points.",,,,,,
,,,"Level 3:  Established
- The user process as described in the 2nd level is defined and implemented within the company.  
- The process is integrated into other central processes within the company using standardized interfaces.
- The described process up to level 3 is documented in accordance with the standardized company documentation process. ",,,,,,
,,,"Level 4:  Predictable
- Key Performance Indicators describing the efficiency and effectiveness for the 3rd level process are defined and measured.
- Objectives for the improvement of efficiency and effectiveness are derived from these key performance indicators.
- Corrective measures derived from these indicators are carried out in order to achieve the defined objectives.
- The process described in the 4th level is documented in accordance with the standardized company documentation process.",,,,,,
,,,"Level 5:  Optimized
- In addition to the 4th level projects are started including their own resources (staff and budget) in order to optimize the process continuously.
- In these projects further objectives for improvements which are explicitly aligned with the company's overall objectives are defined.
- The identified improvements are tested, implemented and documented in accordance with the standardized company documentation process.",,,,,,
,,,,,,,,,
9.3,9.3 Privileged user accounts,3,(Reference to ISO 27002: Control 9.2.3),1,1,,2,3,2.0
,,,,,,,,,
,,,<h1>To what extent is the allocation and use of privileged access rights restricted and controlled?</h1>,,,,,,
,,,,,,,,,
,,,Please choose a maturity level 0-5 or na for not applicable.,,,,,,
,,,,,,,,,
,,,"Level 0:  Incomplete 
- There exists no dedicated process for the allocation and regular review of the access rights.",,,,,,
,,,"Level 1:  Performed
- Allocation of rights is a dedicated process 
- Only general audit is carried out.
  The approach does not follow a structured or organized form.",,,,,,
