0,0 VDA Information Security Assessment (DE),,,,,,,
,,,"Level 2:  Gemanagt
- Für die Risikoanalyse bei Auftragsvergabe an Fremdfirmen ist eine einheitliche Methode definiert.
- Für jede Auftragsvergabe an Fremdfirmen wird eine Risikoanalyse durchgeführt.
- Für den Prozess der Durchführung der Risikoanalysen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der in Level 2 beschriebene Ablauf von Risikoanalysen ist ganzheitlich im Unternehmen definiert und umgesetzt.
- Die Risikoanalysen sind ein wesentlicher Bestandteil in den Abläufen des Einkaufs, welcher die Entscheidungen für oder gegen eine Auftragsvergabe maßgeblich beeinflusst.
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
6.3,6.3 Verträge mit Dritten ,3,(Referenz zu ISO 27002: Control 6.2.3),1,1,,2,3
,,,,,,,,
,,,<h1>Wie wird die Geheimhaltung bei der Zusammenarbeit mit Fremdfirmen sichergestellt?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig
- Es werden keine Geheimhaltungsverpflichtungen und keine Vereinbarungen hinsichtlich Themen des Informationsschutzes mit Fremdfirmen vereinbart.",,,,,
,,,"Level 1:  Durchgeführt 
- Es werden Geheimhaltungsverpflichtungen mit Fremdfirmen beim Umgang mit sensiblen Informationen unterzeichnet.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Jede Fremdfirma muss grundsätzlich eine Geheimhaltungsverpflichtung unterzeichnen.
- Beim Umgang mit sensiblen Daten in Projekten/Aufträgen werden separate/spezielle Geheimhaltungsverpflichtungen unterschrieben.
- Für den Prozess zum Umgang mit Geheimhaltungsverpflichtungen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zum Umgang mit Geheimhaltungsverpflichtungen ist im Unternehmen ganzheitlich definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Rechtsabteilung, Sicherheit, Beschaffung/Einkauf, Vertragsmanagement usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
7,7 Asset Management,,,,,,,
7.1,7.1 Inventarverzeichnis ,3,(Referenz zu ISO 27002: Control 7.1.1),1,1,,2,3
,,,,,,,,
,,,<h1>Wie werden die (physischen und digitalen) Vermögenswerte des Unternehmens inventarisiert?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es sind keine Tabellen, Übersichten oder Verzeichnisse von Vermögenswerten vorhanden.",,,,,
,,,"Level 1:  Durchgeführt
- Es sind Übersichten der Vermögenswerten inklusive der verantwortlichen Stellen vorhanden, aber nicht aktuell und unvollständig
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Unternehmenswerte der folgenden Kategorien werden in Übersichten mit den dazugehörigen verantwortlichen Stellen dokumentiert und aktuell gehalten:
    - Informationswerte: Informationen in Dateien und Datenbanken, Verträge und Vereinbarungen,
      System Dokumentationen, Prozessdarstellungen, Notfallpläne
    - Software: Vorhandene Software und deren Lizenzen
    - Physische IT-Werte die Daten speichern oder verarbeiten wie z.B. Computersysteme, 
      Kommunikationssysteme und Peripheriegeräte 
    - IT-Unterstützung durch Infrastruktur: Stromversorgung, Kühlung, Brandschutz usw.
- Für den Prozess 'Pflege der Dokumentation/Übersichten' sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Die Pflege der Dokumentation/Übersichten wie sie im Level 2 beschriebenen ist, ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess 'Pflege der Dokumentation/Übersichten' ist ein zentraler Bestandteil/Prozess des Unternehmens.
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. zentrales Änderungsmanagement, Beschaffung/Einkauf, usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
7.2,7.2 Kennzeichnung und Behandlung von Informationen ,3,(Referenz zu ISO 27002: Control 7.2.1),2,2,,2,3
,,,,,,,,
,,,<h1>Wie werden die Informationen im Unternehmen eingestuft / klassifiziert?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Eine Klassifikation von Informationen im Unternehmen ist nicht vorhanden.",,,,,
,,,"Level 1:  Durchgeführt
- Es sind Regeln für die Klassifikation von Informationen im Unternehmen definiert.
  Diese sind weder strukturiert noch ist die Umsetzung organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Für die Klassifikation von Informationen ist im Unternehmen ein einheitliches Schema definiert.
- Das Klassifikationsschema berücksichtigt die Einstufung von Informationen bezüglich ihres Wertes,
  gesetzlicher Anforderungen (z.B. Datenschutz), ihrer Sensibilität und ihrer Kritikalität für das Unternehmen.
- Das Klassifikationsschema ist im Unternehmen veröffentlicht und ist allen Mitarbeiter zugänglich.
- Es ist definiert, dass für die Klassifikation von Informationen der Informationseigentümer verantwortlich ist.
- Für den Unterstützungsprozess zur Beratung der Informationseigentümer bei der Klassifikation ihrer Informationen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert (Versionskontrolle, Änderungsmanagement, Freigabeprozesse etc.).",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Unterstützungsprozess bei der Klassifikation von Informationen ist ein zentraler Bestandteil/Prozess des Unternehmens.
- Der Unterstützungsprozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. zentrales Änderungsmanagement, Beschaffung/Einkauf, usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
8,8 Human Resources Security,,,,,,,
8.1,8.1 Arbeitsvertrag ,3,(Referenz zu ISO 27002: Control 8.1.3),1,1,,2,3
,,,,,,,,
,,,<h1>In wie weit werden Mitarbeiter auf Einhaltung der Vorgaben zur Informationssicherheit verpflichtet?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- In den Arbeitsverträgen bzw. separaten Dokumenten sind keine sicherheitsbezogene Paragraphen enthalten.",,,,,
,,,"Level 1:  Durchgeführt
- In den Arbeitsverträgen bzw. separaten Dokumenten sind wesentliche sicherheitsbezogene Paragraphen enthalten.
  Zum Teil werden die separaten Dokumente ausgehändigt und der Erhalt schriftlich bestätigt.
  Die Vorgehensweise ist weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Jeder Mitarbeiter unterschreibt mit seinem Arbeitsvertrag bzw. separaten Dokumenten sicherheitsbezogene Paragraphen zur Informationssicherheit.
- Beim Umgang mit sensiblen Daten in Projekten/Aufträgen werden separate/spezielle Geheimhaltungsverpflichtungen unterschrieben.
- In Paragraphen sind die Sicherheitsgrundsätze des Unternehmens enthalten.
- In Paragraphen sind die Verantwortlichkeiten und Rechte für den Umgang mit sensiblen Informationen enthalten.
- Im Arbeitsvertrag sind Paragraphen enthalten, welche die Vorgehensweise bei Verstößen gegen die sicherheitsbezogene Paragraphen beschreibt.
- Für den Prozess zum Umgang mit Geheimhaltungsverpflichtungen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zum Umgang von Geheimhaltungsverpflichtungen ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Rechtsabteilung, Sicherheit, Personalwesen usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
8.2,8.2 Sensibilisierung und User Schulung ,3,(Referenz zu ISO 27002: Control 8.2.1 und 8.2.2),2,2,,2,3
,,,,,,,,
,,,<h1>Wie werden die Mitarbeiter über die Gefahren beim Umgang mit Informationen und deren Verarbeitung geschult und sensibilisiert?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es werden keine Informations- / Sensibilisierungsprogramme durch das Unternehmen initiiert/veranstaltet.",,,,,
,,,"Level 1:  Durchgeführt
- Es werden sporadische, vorfallsbedingte Aktivitäten / Informationsveranstaltungen bezüglich der Gefahren beim Umgang mit Informationen durchgeführt.
  Dies erfolgt weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Die Schulungen und Sensibilisierungprogramme werden vom Management sichergestellt.
- Jeder Mitarbeiter wird bei seiner Einstellung über die Gefahren beim Umgang mit Informationen und deren Verarbeitung geschult. 
- Es finden regelmäßig, jedoch mindestens einmal pro Jahr, Sensibilisierungen der Mitarbeiter statt.
- Jeder Mitarbeiter ist verpflichtet an den Schulungen und Sensibilisierungsmaßnahmen teilzunehmen.
- Für den Prozess zur Durchführung von Schulungen und Sensibilisierungsmaßnahmen sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess zur Durchführung von Schulungen und Sensibilisierungsmaßnahmen ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, Personalwesen usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
8.3,"8.3 Anpassung der Zutritts-, Zugangs- und Zugriffsmöglichkeiten",3,(Referenz zu ISO 27002: Control 8.3.1 und 8.3.3),1,1,,2,3
,,,,,,,,
,,,"<h1>In wie weit werden bei Änderungen des Arbeitsverhältnisses Zutritts-, Zugangs- und Zugriffs- Rechte oder Berechtigungen angepasst (gewähren / widerrufen) und wie werden diese Änderungen dokumentiert?</h1>",,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0: Unvollständig
- Es findet keine Anpassungen von Zutritts-, Zugangs- und Zugriffs- Rechten oder Berechtigungen bei Änderungen des Arbeitsverhältnisses von Mitarbeitern statt.",,,,,
,,,"Level 1:  Durchgeführt
- Nicht mehr benötigte Rechte oder Berechtigungen werden angepasst.
  Dies erfolgt weder strukturiert noch organisiert.",,,,,
,,,"Level 2:  Gemanagt
- Über einen formalen Prozess des Personalwesens werden Änderungen von Arbeitsverhältnissen von Mitarbeitern an die betroffenen Stellen im Unternehmen kommuniziert.
- Es erfolgt durch die betroffenen Stellen eine Prüfung auf Zutritts-, Zugangs- und Zugriffs- Rechten des betroffenen Mitarbeiters.
- Die Zutritts-, Zugangs- und Zugriffs- Rechten des betroffenen Mitarbeiters werden entsprechend geändert.
- Es erfolgt eine Rückmeldung an das Personalwesen bezüglich des Status der vorgenommenen Änderungen.
- Für den Prozess zur Anpassung von Zutritts-, Zugangs- und Zugriffs- Rechte sind Verantwortliche benannt.
- Den Prozessverantwortlichen stehen ausreichend Ressourcen zur Verfügung.
- Der in Level 2 beschriebene Prozess ist in allen Punkten dokumentiert.",,,,,
,,,"Level 3:  Etabliert
- Der im Level 2 beschriebene Prozess für die Anpassung von Zutritts-, Zugangs- und Zugriffs- Rechte ist ganzheitlich im Unternehmen definiert und umgesetzt. 
- Der Prozess ist über standardisierte Schnittstellen in andere zentrale Prozesse des Unternehmens eingebunden (z.B. Informationsschutz, Sicherheit, usw.).
- Der bis Level 3 beschriebene Prozess ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 4:  Vorhersehbar
- Für den in Level 3 beschriebenen Prozess werden Kennzahlen definiert und gemessen, welche die Effektivität und Wirksamkeit des Prozesses zu beschreiben.
- Aus diesen Kennzahlen werden Ziele zur Verbesserung der Effektivität und Wirksamkeit abgeleitet.
- Abgeleitet aus den Kennzahlen werden Korrekturmaßnahmen durchgeführt, um die zuvor definierten Ziele zu erreichen.
- Das in Level 4 beschriebene Verfahren ist, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,"Level 5:  Optimierend
- Es werden, zusätzlich zu Level 4, Projekte mit eigenen Ressourcen (Personal und Budget) gestartet, um den Prozess fortwährend zu optimieren.
- In diesen Projekten werden weitere Ziele zur Verbesserung definiert, welche sich jedoch explizit an den Unternehmenszielen ausrichten.
- Die identifizierten Verbesserungen werden getestet, umgesetzt und sind, gemäß einem im Unternehmen standardisierten Dokumentationsverfahren, dokumentiert.",,,,,
,,,,,,,,
9,9 Physical and Environmental Security,,,,,,,
9.1,9.1 Sicherheitszonen ,3,(Referenz zu ISO 27002: Control 9.1.1),1,1,,2,3
,,,,,,,,
,,,<h1>Wie werden Sicherheitszonen definiert und wie sind diese abgesichert?</h1>,,,,,
,,,,,,,,
,,,Geben Sie den Reifegrad-Level 0-5 oder na für not applicable ein.,,,,,
,,,,,,,,
,,,"Level 0:  Unvollständig 
- Es sind keine Sicherheitszonen identifiziert und definiert.",,,,,
,,,"Level 1:  Durchgeführt
- Sicherheitszonen sind teilweise definiert und abgesichert (Hindernisse wie Wände, über Zutrittskarten kontrollierte Zugänge oder mit Pförtnern besetzte Empfangsbereiche).
  Dies erfolgt weder strukturiert noch organisiert.",,,,,
